"Reservoir","Site","SN","DateTime","Depth_m","Temp_C","DO_mgL","DOsat_percent","Cond_uScm","SpCond_uScm","Chla_ugL","Turbidity_NTU","pH","ORP_mV","PAR_umolm2s","CDOM_ugL","Phycoerythrin_ugL","Phycocyanin_ugL","DescRate_ms","Flag_DateTime","Flag_Temp_C","Flag_DO_mgL","Flag_DOsat_percent","Flag_Cond_uScm","Flag_SpCond_uScm","Flag_Chla_ugL","Flag_Turbidity_NTU","Flag_pH","Flag_ORP_mV","Flag_PAR_umolm2s","Flag_CDOM_ugL","Flag_Phycoerythrin_ugL","Flag_Phycocyanin_ugL","Flag_DescRate_ms"
"FCR",50,7809,2026-01-21 10:41:23,2.939,2.8283,10.647,78.651,23.487551,42.203,1.0954,4.8698,9.758,157.2875,11.705,NA,NA,NA,0.04,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,2.948,2.8284,10.6368,78.643,23.48584,42.201,1.0796,4.8336,9.758,156.1521,11.645,NA,NA,NA,0.036,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,2.957,2.8285,10.6376,78.639,23.473261,42.177,1.0791,4.9114,9.758,155.2155,11.575,NA,NA,NA,0.034,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,2.965,2.8277,10.6386,78.644,23.462297,42.157,1.0632,4.9223,9.758,154.825,11.537,NA,NA,NA,0.032,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,2.971,2.8264,10.6333,78.669,23.480107,42.189,1.0382,4.8284,9.758,155.3882,11.475,NA,NA,NA,0.032,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,2.98,2.8258,10.6348,78.688,23.498346,42.222,1.0345,4.7334,9.758,156.6903,11.369,NA,NA,NA,0.032,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,2.989,2.8261,10.6336,78.679,23.492581,42.211,1.0683,4.6959,9.758,157.405,11.289,NA,NA,NA,0.033,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,2.997,2.8267,10.6322,78.663,23.473817,42.176,1.1051,4.6471,9.758,157.4914,11.229,NA,NA,NA,0.034,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.005,2.8268,10.6382,78.655,23.461719,42.152,1.1048,4.5536,9.758,157.476,11.145,NA,NA,NA,0.037,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.015,2.8265,10.6421,78.653,23.473136,42.171,1.0823,4.4882,9.758,157.0465,11.059,NA,NA,NA,0.04,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.025,2.8267,10.639,78.662,23.485034,42.191,1.0993,4.5049,9.758,156.3416,10.987,NA,NA,NA,0.042,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.034,2.8277,10.6355,78.657,23.478745,42.178,1.1596,4.6188,9.758,156.0948,10.863,NA,NA,NA,0.044,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.048,2.8292,10.6353,78.631,23.460505,42.143,1.1878,4.6703,9.757,156.3003,10.696,NA,NA,NA,0.047,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.063,2.8304,10.6333,78.642,23.45475,42.132,1.1735,4.5816,9.757,156.5886,10.585,NA,NA,NA,0.05,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.074,2.8317,10.6353,78.689,23.472569,42.164,1.1533,4.5705,9.757,156.8281,10.489,NA,NA,NA,0.054,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.086,2.8328,10.6371,78.694,23.485714,42.187,1.1352,4.6727,9.757,156.8716,10.349,NA,NA,NA,0.056,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.102,2.8334,10.6278,78.682,23.486847,42.187,1.1131,4.6562,9.757,156.9428,10.215,NA,NA,NA,0.058,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.118,2.8339,10.6273,78.683,23.48627,42.185,1.0855,4.5419,9.757,157.1736,10.105,NA,NA,NA,0.06,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.133,2.8344,10.6435,78.675,23.478744,42.17,1.0838,4.5195,9.757,156.22,10,NA,NA,NA,0.062,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.149,2.835,10.6383,78.651,23.459259,42.133,1.1263,4.5909,9.758,154.2748,9.902,NA,NA,NA,0.063,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.167,2.8357,10.6347,78.605,23.440925,42.099,1.1753,4.6534,9.758,153.5294,9.7979,NA,NA,NA,0.062,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.184,2.8366,10.6387,78.556,23.447318,42.109,1.1838,4.6264,9.757,153.5744,9.6768,NA,NA,NA,0.06,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.199,2.8376,10.6343,78.534,23.473142,42.153,1.196,4.6057,9.756,153.4428,9.5691,NA,NA,NA,0.058,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.213,2.8387,10.6342,78.524,23.499498,42.194,1.2563,4.6767,9.756,153.9164,9.4898,NA,NA,NA,0.055,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.227,2.8397,10.6246,78.504,23.512332,42.206,1.2893,4.6651,9.757,154.9981,9.414,NA,NA,NA,0.053,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.239,2.84,10.6171,78.5,23.501487,42.176,1.2709,4.568,9.757,155.5096,9.3368,NA,NA,NA,0.051,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.251,2.8408,10.6136,78.515,23.495208,42.156,1.2503,4.7656,9.756,153.9926,9.2726,NA,NA,NA,0.051,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.262,2.8452,10.615,78.531,23.49983,42.159,1.2566,5.2789,9.756,151.1099,9.2078,NA,NA,NA,0.051,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.275,2.8534,10.606,78.558,23.493961,42.149,1.2884,5.6164,9.757,149.5648,9.1221,NA,NA,NA,0.051,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.29,2.8612,10.6031,78.57,23.487663,42.14,1.2937,5.6012,9.757,149.3348,9.0342,NA,NA,NA,0.051,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.305,2.8669,10.6068,78.558,23.487101,42.142,1.2707,5.4704,9.757,149.6202,8.9607,NA,NA,NA,0.051,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.317,2.8703,10.6038,78.523,23.487164,42.143,1.26,5.6744,9.758,150.4343,8.8772,NA,NA,NA,0.051,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.329,2.8707,10.6119,78.47,23.488418,42.142,1.247,6.1889,9.759,150.8318,8.7837,NA,NA,NA,0.051,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.342,2.8687,10.6131,78.41,23.502263,42.162,1.2309,6.4989,9.759,150.4696,8.7094,NA,NA,NA,0.052,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.354,2.8653,10.6124,78.349,23.527733,42.204,1.2145,6.5202,9.759,149.5822,8.6484,NA,NA,NA,0.053,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.367,2.8642,10.6081,78.306,23.542722,42.227,1.1486,6.0359,9.758,148.7919,8.5817,NA,NA,NA,0.055,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.382,2.8673,10.599,78.282,23.556663,42.239,1.059,5.221,9.756,148.4861,8.5096,NA,NA,NA,0.055,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.398,2.8709,10.5905,78.28,23.56947,42.238,1.0131,4.7631,9.756,148.1214,8.4371,NA,NA,NA,0.054,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.414,2.873,10.5795,78.321,23.570746,42.213,0.9847,4.5985,9.756,147.7381,8.366,NA,NA,NA,0.052,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.428,2.8733,10.5741,78.387,23.572111,42.199,0.9577,4.5969,9.757,147.8095,8.3201,NA,NA,NA,0.049,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.438,2.8798,10.5698,78.43,23.585976,42.216,0.9517,4.7095,9.758,149.1566,8.3022,NA,NA,NA,0.046,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.448,2.9,10.5613,78.453,23.611562,42.253,0.9537,4.7301,9.756,151.5506,8.2771,NA,NA,NA,0.042,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.458,2.9216,10.5613,78.476,23.62781,42.263,0.941,4.6752,9.755,152.2333,8.2407,NA,NA,NA,0.04,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.468,2.932,10.572,78.49,23.6556,42.275,0.9154,4.6269,9.755,151.1312,8.1964,NA,NA,NA,0.04,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.478,2.9342,10.5754,78.5,23.693935,42.282,0.9102,4.6582,9.754,150.5287,8.1509,NA,NA,NA,0.041,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.488,2.9385,10.5757,78.539,23.710854,42.239,0.9274,4.7126,9.753,149.9379,8.1022,NA,NA,NA,0.041,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.5,2.9488,10.5773,78.607,23.73337,42.213,0.9244,4.6691,9.753,148.8064,8.0425,NA,NA,NA,0.041,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.511,2.9709,10.5731,78.675,23.775959,42.238,0.8982,4.5757,9.754,149.4954,7.9943,NA,NA,NA,0.041,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.521,3.0151,10.5591,78.719,23.781905,42.215,0.8857,4.5737,9.755,151.9872,7.9592,NA,NA,NA,0.044,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.53,3.0692,10.5492,78.717,23.741864,42.125,0.9062,4.6794,9.754,153.0367,7.9014,NA,NA,NA,0.047,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.54,3.1147,10.5473,78.641,23.735746,42.108,0.938,4.693,9.752,152.6356,7.8133,NA,NA,NA,0.049,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.555,3.1488,10.5482,78.501,23.771348,42.173,0.937,4.5678,9.752,152.213,7.7109,NA,NA,NA,0.052,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.572,3.1714,10.5481,78.33,23.791827,42.213,0.9276,4.5662,9.753,151.369,7.6329,NA,NA,NA,0.055,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.587,3.1819,10.5471,78.125,23.793108,42.214,0.9492,4.7076,9.754,150.0017,7.6469,NA,NA,NA,0.059,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.599,3.1861,10.5357,77.91,23.786832,42.195,0.9654,4.7738,9.754,149.7923,7.6848,NA,NA,NA,0.062,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.613,3.1841,10.5131,77.73,23.779366,42.174,0.957,4.718,9.754,151.2455,7.6394,NA,NA,NA,0.064,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.631,3.1777,10.4956,77.6,23.766251,42.147,0.9226,4.5799,9.755,152.3432,7.5319,NA,NA,NA,0.065,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.65,3.179,10.4648,77.485,23.755099,42.124,0.8743,4.5374,9.755,152.4821,7.4219,NA,NA,NA,0.066,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.667,3.1869,10.432,77.38,23.771354,42.151,0.8641,4.6491,9.754,152.4078,7.3175,NA,NA,NA,0.066,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.685,3.1918,10.4045,77.317,23.772544,42.153,0.8735,4.6659,9.752,152.0481,7.208,NA,NA,NA,0.063,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.703,3.1936,10.3902,77.285,23.769495,42.148,0.8968,4.6036,9.751,151.403,7.1285,NA,NA,NA,0.058,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.718,3.1956,10.3752,77.274,23.797905,42.198,0.9627,4.648,9.752,150.8888,7.0824,NA,NA,NA,0.055,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.729,3.1975,10.356,77.272,23.798967,42.196,1.0127,4.725,9.753,150.1324,7.0421,NA,NA,NA,0.055,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.739,3.1976,10.3508,77.267,23.78234,42.16,1.0182,4.7143,9.752,149.2262,6.9723,NA,NA,NA,0.056,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.751,3.1963,10.3463,77.284,23.787117,42.164,0.9872,4.6213,9.751,148.8803,6.8435,NA,NA,NA,0.057,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.768,3.1961,10.3449,77.348,23.793317,42.173,0.9466,4.5916,9.75,148.5317,6.6895,NA,NA,NA,0.059,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.788,3.1993,10.3458,77.414,23.793886,42.174,0.9426,4.6962,9.75,148.1946,6.5487,NA,NA,NA,0.059,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.805,3.204,10.342,77.451,23.793988,42.175,0.9399,4.7237,9.749,148.332,6.4309,NA,NA,NA,0.057,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.818,3.2075,10.3401,77.485,23.79455,42.179,0.9144,4.6516,9.748,148.3,6.3358,NA,NA,NA,0.054,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.83,3.2092,10.3525,77.525,23.800684,42.192,0.8829,4.6108,9.748,147.2055,6.2708,NA,NA,NA,0.05,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.84,3.2093,10.3634,77.537,23.804734,42.202,0.8664,4.6054,9.748,145.3372,6.2401,NA,NA,NA,0.048,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.85,3.2078,10.3661,77.52,23.7801,42.16,0.8816,4.6545,9.748,144.2083,6.2123,NA,NA,NA,0.048,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.862,3.2059,10.3704,77.502,23.756501,42.119,0.8838,4.6589,9.747,143.9669,6.1713,NA,NA,NA,0.05,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.875,3.2042,10.3791,77.464,23.773064,42.149,0.8686,4.6235,9.746,143.9672,6.1125,NA,NA,NA,0.053,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.89,3.2023,10.382,77.418,23.790113,42.18,0.8967,4.6714,9.746,143.9547,6.0355,NA,NA,NA,0.055,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.906,3.2009,10.3756,77.398,23.772384,42.148,0.9488,4.6565,9.745,143.6437,5.9536,NA,NA,NA,0.055,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.921,3.2006,10.3768,77.381,23.748954,42.106,0.9659,4.5805,9.744,142.7876,5.8631,NA,NA,NA,0.053,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.936,3.2002,10.372,77.367,23.760499,42.126,0.9621,4.6069,9.744,141.4328,5.7765,NA,NA,NA,0.049,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.948,3.1996,10.3603,77.365,23.785133,42.169,0.9703,4.6669,9.744,140.255,5.7165,NA,NA,NA,0.046,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.957,3.1995,10.3634,77.382,23.793138,42.181,0.9895,4.7258,9.743,139.4744,5.6798,NA,NA,NA,0.042,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.965,3.2,10.3581,77.439,23.79387,42.18,0.9945,4.7044,9.743,138.8775,5.6397,NA,NA,NA,0.04,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.975,3.2008,10.3563,77.509,23.793988,42.176,0.9887,4.579,9.744,138.2869,5.5792,NA,NA,NA,0.04,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.986,3.2013,10.3569,77.573,23.794565,42.172,1.0115,4.5762,9.744,137.6682,5.523,NA,NA,NA,0.042,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,3.996,3.2022,10.3546,77.607,23.800855,42.179,1.054,4.7055,9.744,136.989,5.4761,NA,NA,NA,0.045,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,4.007,3.2039,10.3668,77.601,23.806618,42.187,1.0771,4.7751,9.744,135.9254,5.3992,NA,NA,NA,0.046,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,4.02,3.2065,10.3741,77.58,23.800838,42.178,1.075,4.7349,9.743,134.8749,5.2926,NA,NA,NA,0.046,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,4.034,3.2106,10.3837,77.553,23.794379,42.168,1.0704,4.6975,9.742,134.2678,5.1926,NA,NA,NA,0.046,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,4.047,3.2147,10.3883,77.517,23.791942,42.163,1.0881,4.7673,9.741,133.8336,5.105,NA,NA,NA,0.046,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,4.058,3.2158,10.384,77.479,23.771369,42.128,1.1223,4.7927,9.74,133.5829,5.03,NA,NA,NA,0.046,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,4.067,3.2137,10.3826,77.468,23.735878,42.068,1.1271,4.6632,9.74,133.5594,4.9784,NA,NA,NA,0.045,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,4.077,3.2129,10.3787,77.475,23.743311,42.085,1.0544,4.4987,9.74,133.2911,4.9247,NA,NA,NA,0.043,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,4.09,3.2139,10.3746,77.49,23.797827,42.181,0.9506,4.4098,9.74,132.6621,4.8716,NA,NA,NA,0.041,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,4.104,3.2134,10.3662,77.512,23.824279,42.221,0.9122,4.4424,9.741,132.2346,4.8513,NA,NA,NA,0.041,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,4.113,3.2112,10.3664,77.498,23.809484,42.181,0.9303,4.4487,9.741,131.8226,4.8376,NA,NA,NA,0.042,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,4.12,3.2069,10.3712,77.48,23.809197,42.166,0.9366,4.4168,9.741,131.0362,4.8126,NA,NA,NA,0.045,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,4.13,3.2059,10.369,77.492,23.820808,42.173,0.9301,4.5358,9.741,130.2978,4.7865,NA,NA,NA,0.048,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,4.142,3.2124,10.3775,77.487,23.823048,42.166,0.9437,4.6915,9.74,129.8643,4.7371,NA,NA,NA,0.051,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,4.158,3.2219,10.3688,77.464,23.836283,42.181,0.9433,4.6935,9.739,129.236,4.6573,NA,NA,NA,0.055,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,4.177,3.2322,10.3596,77.448,23.854005,42.208,0.9169,4.5955,9.739,127.6052,4.5771,NA,NA,NA,0.056,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,4.193,3.2419,10.3654,77.432,23.847088,42.193,0.9065,4.5312,9.739,125.5467,4.5204,NA,NA,NA,0.056,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,4.205,3.2495,10.3604,77.421,23.816062,42.136,0.9181,4.5996,9.739,124.3951,4.4839,NA,NA,NA,0.055,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,4.216,3.2545,10.3543,77.423,23.795947,42.1,0.9407,4.7385,9.739,124.0054,4.4428,NA,NA,NA,0.052,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,4.228,3.2572,10.3526,77.401,23.794132,42.096,0.9387,4.7074,9.738,123.9325,4.3809,NA,NA,NA,0.051,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,4.242,3.2592,10.3502,77.362,23.794122,42.095,0.919,4.6336,9.737,123.8579,4.3144,NA,NA,NA,0.052,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,4.254,3.2602,10.3454,77.345,23.795823,42.097,0.9346,4.7344,9.737,123.4481,4.2614,NA,NA,NA,0.052,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,4.268,3.2602,10.3507,77.346,23.814698,42.129,0.9615,4.7985,9.737,123.0211,4.1975,NA,NA,NA,0.051,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,4.283,3.2605,10.3465,77.347,23.832098,42.159,0.9612,4.7259,9.737,122.5661,4.1169,NA,NA,NA,0.05,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,4.298,3.2615,10.3371,77.342,23.815956,42.13,0.9473,4.6082,9.737,122.0773,4.0598,NA,NA,NA,0.049,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,4.309,3.2626,10.3367,77.337,23.80977,42.119,0.9518,4.57,9.737,121.3271,4.0314,NA,NA,NA,0.049,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,4.317,3.2633,10.3366,77.321,23.820725,42.139,0.9823,4.6743,9.737,120.0337,4.0016,NA,NA,NA,0.049,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,4.327,3.2636,10.3382,77.3,23.821566,42.141,0.9918,4.7079,9.736,118.9147,3.9486,NA,NA,NA,0.049,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,4.342,3.2637,10.3353,77.299,23.819942,42.14,0.9671,4.6344,9.736,118.1231,3.8835,NA,NA,NA,0.049,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,4.358,3.2638,10.3363,77.304,23.801091,42.109,0.9501,4.6064,9.737,118.0338,3.8322,NA,NA,NA,0.05,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,4.372,3.2638,10.3349,77.315,23.783891,42.08,0.9611,4.6086,9.737,118.4371,3.7862,NA,NA,NA,0.053,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,4.383,3.2632,10.3283,77.333,23.802225,42.114,0.9912,4.6614,9.736,117.9235,3.7366,NA,NA,NA,0.054,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,4.395,3.2623,10.3317,77.334,23.832518,42.168,0.998,4.6634,9.736,117.0711,3.6861,NA,NA,NA,0.054,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
"FCR",50,7809,2026-01-21 10:41:23,4.409,3.2609,10.3318,77.337,23.833086,42.167,0.9768,4.5986,9.736,116.4771,3.6306,NA,NA,NA,0.055,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0
