DateTime,Depth_m,Temp_C,Chla_ugL,Turbidity_NTU,Cond_uScm,SpCond_uScm,DO_mgL,DOsat_percent,pH,ORP_mV,PAR,Salinity,DescRate_ms ,Flag
2026-04-06T10:59:32Z,-0.121,14.7608,3.0697,1.9955,37.772,30.044114,9.8096,106.043,11.482,64.7055,815.97,10280.753307258388,0.145,0
2026-04-06T10:59:32Z,-0.1,14.7651,3.0938,1.9312,37.772,30.043904,10.0281,107.446,11.484,64.5613,1435.7,10277.971048702597,0.101,0
2026-04-06T10:59:32Z,-0.086,14.7671,3.1243,1.9672,37.772,30.042742,10.2992,108.431,11.486,64.4867,1450.3,10275.776740686393,0.066,0
2026-04-06T10:59:32Z,-0.081,14.7676,3.1392,2.0543,37.758,30.030054,10.5664,108.981,11.486,64.492,900.71,10264.745699350831,0.046,0
2026-04-06T10:59:32Z,-0.077,14.7667,3.1319,2.0613,37.743,30.017368,10.7713,109.185,11.487,64.6256,632.81,10254.569900378518,0.036,0
2026-04-06T10:59:32Z,-0.068,14.7655,3.119,1.9841,37.743,30.016215,10.8961,109.227,11.488,64.7252,568.82,10254.32026399831,0.031,0
2026-04-06T10:59:32Z,-0.058,14.7643,3.1333,1.941,37.743,30.01612,11.009,109.243,11.49,64.7499,359.74,10254.964278854783,0.026,0
2026-04-06T10:59:32Z,-0.049,14.7632,3.1714,1.9844,37.744,30.016214,11.0564,109.32,11.491,64.9253,190.96,10255.70782841164,0.02,0
2026-04-06T10:59:32Z,-0.041,14.762,3.2046,2.064,37.746,30.017358,11.0708,109.451,11.493,65.2098,140.25,10257.399118861631,0.013,0
2026-04-06T10:59:32Z,-0.038,14.7608,3.2025,2.0496,37.762,30.02995,11.0712,109.566,11.495,65.3507,167.83,10268.76837691622,0.004,0
2026-04-06T10:59:32Z,-0.041,14.7598,3.1629,1.9467,37.777,30.041597,11.0683,109.584,11.497,65.3383,284.78,10279.225878901678,-0.002,0
2026-04-06T10:59:32Z,-0.049,14.7587,3.1416,1.9474,37.763,30.031312,11.0787,109.56,11.498,65.3178,343.2,10271.191377368747,-0.006,0
2026-04-06T10:59:32Z,-0.054,14.758,3.162,2.0581,37.764,30.032466,11.0931,109.556,11.499,65.3611,229.86,10272.591259946763,-0.007,0
2026-04-06T10:59:32Z,-0.054,14.7583,3.1762,2.1244,37.792,30.055541,11.110900000000001,109.483,11.5,65.4324,132.77,10291.939455502255,-0.006,0
2026-04-06T10:59:32Z,-0.053,14.7588,3.1886,2.0998,37.793,30.056581,11.109,109.317,11.501,65.4913,122.24,10292.51697439557,-0.002,0
2026-04-06T10:59:32Z,-0.052,14.7595,3.2193,2.0338,37.779,30.045039,11.0999,109.084,11.501,65.5574,120.71,10282.320986826373,0.002,0
2026-04-06T10:59:32Z,-0.051,14.7607,3.2478,2.0437,37.776,30.042855,11.1087,108.819,11.501,65.7153,121.11,10279.745876637957,0.005,0
2026-04-06T10:59:32Z,-0.05,14.7615,3.2674,2.1167,37.761,30.030179,11.0994,108.611,11.502,65.9369,123.86,10268.539195295834,0.005,0
2026-04-06T10:59:32Z,-0.049,14.7616,3.2565,2.0968,37.746,30.018637,11.0807,108.47,11.503,66.0861,126.96,10258.721936216964,0.004,0
2026-04-06T10:59:32Z,-0.047,14.7613,3.2084,2.0073,37.761,30.03017,11.0589,108.363,11.504,66.229,124.6,10268.65240210793,0.003,0
2026-04-06T10:59:32Z,-0.046,14.7609,3.1768,1.9579,37.777,30.042751,11.0247,108.308,11.505,66.3745,121.82,10279.536510441783,0.003,0
2026-04-06T10:59:32Z,-0.046,14.7605,3.1907,1.9775,37.778,30.043895,11.0054,108.291,11.505,66.4671,124.51,10280.746862205404,0.003,0
2026-04-06T10:59:32Z,-0.046,14.7603,3.2347,2.006,37.779,30.043999,10.9934,108.252,11.505,66.4882,124.53,10280.956006709763,0.002,0
2026-04-06T10:59:32Z,-0.045,14.7603,3.2754,1.9595,37.78,30.044008,10.9807,108.187,11.506,66.3725,122.32,10280.963623032956,0,0
2026-04-06T10:59:32Z,-0.044,14.7602,3.2917,1.9625,37.78,30.043999,10.9745,108.098,11.507,66.1865,120.66,10281.016493264942,-0.003,0
2026-04-06T10:59:32Z,-0.044,14.7598,3.2989,2.0077,37.78,30.043894,10.9782,108.006,11.507,66.0458,117.72,10281.169870532314,-0.006,0
2026-04-06T10:59:32Z,-0.046,14.7591,3.2874,1.9938,37.778,30.042741,10.9721,107.976,11.507,66.0482,118.09,10280.618138659875,-0.009,0
2026-04-06T10:59:32Z,-0.05,14.7585,3.244,1.9996,37.761,30.030064,10.9659,108.019,11.508,66.1292,120.23,10270.25684211432,-0.011,0
2026-04-06T10:59:32Z,-0.054,14.7583,3.1989,1.9751,37.744,30.017482,10.9582,108.124,11.511,66.1651,120.42,10259.740322806696,-0.011,0
2026-04-06T10:59:32Z,-0.058,14.7585,3.1833,1.9715,37.743,30.017473,10.9429,108.275,11.512,66.2236,120.62,10259.612003364567,-0.01,0
2026-04-06T10:59:32Z,-0.062,14.7591,3.1965,2.0582,37.758,30.029949,10.942,108.444,11.512,66.3215,122.4,10269.797063736238,-0.007,0
