DateTime,Depth_m,Temp_C,CDOM_ugL,Chla_ugL,Phycoerythrin_ugL,Phycocyanin_ugL,Turbidity_NTU,Cond_uScm,SpCond_uScm,DO_mgL,DOsat_percent,PAR,Salinity,DescRate_ms ,Flag
2025-03-24T10:11:49Z,4.281,9.7764,22.5,3.6027,0.1704,0.5076,4.1015,19.615418,28.218,10.4643,92.333,0.91906,2.1156047635938755,0.146,0
2025-03-24T10:11:49Z,4.318,9.7707,22.5,3.6294,0.1704,0.5076,4.0864,19.608519,28.212,10.4722,92.334,0.86462,2.115459111692113,0.147,0
2025-03-24T10:11:49Z,4.356,9.7652,22.5,3.5989,0.1704,0.5076,3.9958,19.582432,28.179,10.477,92.33,0.78715,2.1131579095694,0.148,0
2025-03-24T10:11:49Z,4.394,9.7599,22.5,3.6141,0.1704,0.5076,3.9958,19.554085,28.143,10.48,92.317,0.78204,2.110606350728443,0.149,0
2025-03-24T10:11:49Z,4.432,9.7546,22.41,3.5454,0.1704,0.54990000000000006,3.9354,19.527864,28.109,10.4822,92.291,0.76506,2.1082131053638418,0.15,0
2025-03-24T10:11:49Z,4.471,9.7491,22.41,3.5493,0.1704,0.54990000000000006,4.0713,19.522654,28.105,10.4837,92.245,0.67037,2.1082134224746754,0.151,0
2025-03-24T10:11:49Z,4.509,9.7436,22.41,3.534,0.1704,0.54990000000000006,4.026,19.547017,28.143,10.4846,92.175,0.64424,2.111549965573542,0.151,0
2025-03-24T10:11:49Z,4.548,9.7384,22.41,3.5302,0.1704,0.54990000000000006,4.1469,19.569631,28.179,10.4845,92.083,0.64747,2.1147113788251035,0.151,0
2025-03-24T10:11:49Z,4.586,9.7337,22.41,3.1411,0.1704,0.54990000000000006,4.026,19.57861,28.195,10.4827,91.97,0.60726,2.1162553416993517,0.15,0
2025-03-24T10:11:49Z,4.625,9.7294,22.41,3.1144,0.1704,0.5076,4.1015,19.568387,28.183,10.4784,91.843,0.60384,2.1155510088329272,0.15,0
2025-03-24T10:11:49Z,4.663,9.7253,22.41,3.1144,0.1704,0.5076,4.1469,19.536234,28.14,10.4716,91.713,0.54415,2.1123709506313406,0.149,0
2025-03-24T10:11:49Z,4.701,9.7215,22.41,3.1144,0.1704,0.5076,4.0713,19.505426,28.099,10.4621,91.596,0.56623,2.109332097565365,0.148,0
2025-03-24T10:11:49Z,4.739,9.7177,22.41,3.1754,0.1704,0.5076,4.2677,19.487655,28.077,10.4501,91.499,0.49561,2.1078030456236196,0.146,0
2025-03-24T10:11:49Z,4.776,9.7138,22.59,3.1525,0.1704,0.5076,4.2979,19.484152,28.075,10.4366,91.423,0.48696,2.1078693095276524,0.143,0
2025-03-24T10:11:49Z,4.813,9.7097,22.59,3.1869,0.1704,0.5076,4.2526,19.501947,28.103,10.4229,91.361,0.46625,2.110332253056624,0.139,0
2025-03-24T10:11:49Z,4.849,9.7053,22.59,3.164,0.1704,0.5076,4.3281,19.52986,28.145,10.4106,91.307,0.44516,2.1139266567516595,0.133,0
2025-03-24T10:11:49Z,4.883,9.7011,22.59,3.164,0.1704,0.5076,3.9656,19.543484,28.165,10.4007,91.263,0.43911,2.1157608818522062,0.126,0
2025-03-24T10:11:49Z,4.915,9.6976,22.59,3.1449,0.1704,0.5076,4.0411,19.5365,28.156,10.3929,91.238,0.42071,2.1152480727047434,0.118,0
2025-03-24T10:11:49Z,4.944,9.6949,22.59,3.1678,0.1704,0.5076,4.2224,19.518989,28.131,10.3866,91.234,0.38435,2.11341588569779,0.109,0
2025-03-24T10:11:49Z,4.97,9.693,22.59,3.1869,0.1704,0.5076,4.1469,19.502206,28.107,10.3809,91.239,0.36529,2.1116166361904574,0.1,0
2025-03-24T10:11:49Z,4.994,9.6916,22.59,3.0305,0.1704,0.5076,4.0713,19.489638,28.088,10.3762,91.232,0.37912,2.1101860410456315,0.093,0
2025-03-24T10:11:49Z,5.016,9.6908,22.5,3.0343,0.1704,0.5076,3.9656,19.477933,28.071,10.3736,91.195,0.37543,2.1088796823844524,0.088,0
2025-03-24T10:11:49Z,5.036,9.6904,22.5,3.0381,0.1704,0.5076,4.0562,19.469942,28.058,10.3732,91.127,0.37617,2.10786827146146,0.084,0
2025-03-24T10:11:49Z,5.055,9.6907,22.5,3.0686,0.1704,0.5076,4.0109,19.475477,28.066,10.3737,91.036,0.36442,2.1084865145546674,0.083,0
2025-03-24T10:11:49Z,5.076,9.6915,22.5,3.08,0.1704,0.5076,4.0562,19.496015,28.096,10.3727,90.92,0.36048,2.1108255460301204,0.084,0
2025-03-24T10:11:49Z,5.097,9.6925,22.5,3.0953,0.1704,0.5076,3.9958,19.525089,28.14,10.3683,90.773,0.37129,2.1142666415200755,0.086,0
2025-03-24T10:11:49Z,5.119,9.6933,22.5,3.1144,0.1278,0.6345,3.9656,19.560498,28.194,10.3604,90.602,0.37009,2.118515148588576,0.088,0
2025-03-24T10:11:49Z,5.142,9.6937,22.5,3.0915,0.1278,0.6345,4.1318,19.599743,28.256,10.35,90.423,0.33957,2.123423976556753,0.09,0
2025-03-24T10:11:49Z,5.166,9.6933,22.5,3.4653,0.1278,0.6345,4.4641,19.637363,28.318,10.3369,90.262,0.32527,2.1283803968299924,0.091,0
2025-03-24T10:11:49Z,5.19,9.6912,22.5,3.4806,0.1278,0.6345,4.5396,19.659502,28.357,10.3206,90.131,0.28041,2.1316068991639674,0.092,0
2025-03-24T10:11:49Z,5.213,9.6867,22.5,3.4653,0.1704,0.4653,4.5698,19.660122,28.366,10.3022,90.022,0.28595,2.132586985527057,0.092,0
2025-03-24T10:11:49Z,5.237,9.68,22.5,3.4653,0.1704,0.4653,4.449,19.659292,28.371,10.2835,89.918,0.32776,2.133378216951125,0.092,0
2025-03-24T10:11:49Z,5.26,9.6714,22.5,3.9536,0.1704,0.4653,4.1015,19.664755,28.385,10.2673,89.799,0.32464,2.134998313167189,0.092,0
2025-03-24T10:11:49Z,5.284,9.6618,22.5,3.9841,0.1704,0.4653,4.162,19.654079,28.374,10.2547,89.649,0.2713,2.1346864273457715,0.091,0
2025-03-24T10:11:49Z,5.307,9.6525,22.59,3.9574,0.1704,0.54990000000000006,4.0713,19.630389,28.344,10.2446,89.457,0.29465,2.1328427555729728,0.091,0
2025-03-24T10:11:49Z,5.33,9.6441,22.59,3.9574,0.1704,0.54990000000000006,3.9656,19.625189,28.34,10.2348,89.212,0.26558,2.133017395972045,0.091,0
2025-03-24T10:11:49Z,5.352,9.637,22.59,3.9689,0.1704,0.54990000000000006,4.1469,19.623157,28.34,10.223,88.907,0.26616,2.1334344561843386,0.092,0
2025-03-24T10:11:49Z,5.375,9.6311,22.59,3.9918,0.1704,0.54990000000000006,3.9656,19.605838,28.317,10.2073,88.553,0.25318,2.131947383934217,0.094,0
2025-03-24T10:11:49Z,5.399,9.6262,22.5,3.9803,0.1278,0.54990000000000006,4.0109,19.592498,28.301,10.1866,88.185,0.26203,2.130959186222737,0.096,0
2025-03-24T10:11:49Z,5.423,9.6223,22.5,3.9803,0.1278,0.54990000000000006,4.1167,19.593516,28.305,10.1597,87.839,0.25987,2.1315066229941007,0.099,0
2025-03-24T10:11:49Z,5.449,9.6191,22.5,3.9613,0.1278,0.54990000000000006,4.0864,19.615134,28.34,10.1258,87.547,0.25445,2.1344851846038626,0.102,0
2025-03-24T10:11:49Z,5.476,9.6162,22.5,3.9765,0.1278,0.54990000000000006,4.1015,19.637239,28.376,10.0861,87.328,0.24147,2.137526517315587,0.103,0
2025-03-24T10:11:49Z,5.504,9.6129,22.5,3.9727,0.1278,0.54990000000000006,4.0713,19.623923,28.36,10.0449,87.19,0.20866,2.136443956221428,0.103,0
2025-03-24T10:11:49Z,5.532,9.6088,22.5,3.9689,0.1278,0.5076,4.0411,19.593532,28.319,10.0065,87.123,0.18165,2.1334140819922376,0.101,0
2025-03-24T10:11:49Z,5.558,9.6041,22.5,3.7591,0.1278,0.5076,4.3433,19.579763,28.301,9.9744,87.104,0.1774,2.132253974085111,0.098,0
2025-03-24T10:11:49Z,5.582,9.5994,22.5,3.7286,0.1278,0.5076,4.4037,19.572974,28.294,9.9506,87.112,0.19575,2.1319713119766748,0.094,0
2025-03-24T10:11:49Z,5.605,9.5953,22.5,3.7286,0.1278,0.5076,4.313,19.573344,28.296,9.9358,87.122,0.18544,2.13237147779772,0.091,0
2025-03-24T10:11:49Z,5.627,9.592,22.68,3.7362,0.1278,0.54990000000000006,4.2224,19.592916,28.327,9.929,87.112,0.17602,2.135039017120478,0.088,0
2025-03-24T10:11:49Z,5.648,9.5894,22.68,3.7019,0.1278,0.54990000000000006,4.1167,19.624966,28.376,9.9274,87.063,0.19162,2.139102721786057,0.086,0
2025-03-24T10:11:49Z,5.67,9.587,22.68,3.7438,0.1278,0.54990000000000006,4.0713,19.658134,28.427,9.9288,86.959,0.17567,2.143315304632656,0.085,0
2025-03-24T10:11:49Z,5.693,9.5842,22.68,3.698,0.1278,0.54990000000000006,3.9505,19.673397,28.452,9.9307,86.803,0.16498,2.1454764909532376,0.082,0
2025-03-24T10:11:49Z,5.715,9.581,22.68,3.7476,0.1278,0.5922,3.9958,19.666861,28.444,9.9303,86.619,0.16798,2.1450265112166083,0.078,0
2025-03-24T10:11:49Z,5.735,9.5775,22.68,3.801,0.1278,0.5922,4.0562,19.656691,28.43,9.9255,86.439,0.16084,2.1441150864806575,0.074,0
2025-03-24T10:11:49Z,5.754,9.5741,22.68,3.7781,0.1278,0.5922,4.1469,19.652118,28.423,9.9144,86.287,0.14883,2.143756733923576,0.069,0
2025-03-24T10:11:49Z,5.77,9.5711,22.68,3.7667,0.1278,0.5922,4.1771,19.651923,28.423,9.8973,86.184,0.14422,2.1439338197944835,0.064,0
2025-03-24T10:11:49Z,5.784,9.5691,22.59,3.7896,0.1278,0.6345,4.0864,19.660034,28.436,9.8769,86.142,0.16758,2.145090217738714,0.06,0
2025-03-24T10:11:49Z,5.798,9.5684,22.59,3.6408,0.1278,0.6345,4.2526,19.682595,28.471,9.8565,86.155,0.16084,2.1479272423996147,0.057,0
2025-03-24T10:11:49Z,5.812,9.5685,22.59,3.679,0.1278,0.6345,4.162,19.699745,28.498,9.8391,86.213,0.17044,2.150077932854357,0.055,0
2025-03-24T10:11:49Z,5.826,9.5684,22.59,3.6523,0.1278,0.6345,4.4037,19.690179,28.486,9.8274,86.305,0.13775,2.149124668801988,0.054,0
2025-03-24T10:11:49Z,5.84,9.567,22.59,3.6675,0.1278,0.6345,4.2375,19.677225,28.468,9.823,86.424,0.16714,2.147769239674193,0.053,0
2025-03-24T10:11:49Z,5.854,9.5642,22.59,3.4234,0.1278,0.5922,4.0713,19.675342,28.463,9.8251,86.569,0.14732,2.1475354251878107,0.053,0
2025-03-24T10:11:49Z,5.867,9.561,22.59,3.4234,0.1278,0.5922,4.0562,19.672086,28.455,9.8324,86.739,0.14315,2.147085591066612,0.053,0
2025-03-24T10:11:49Z,5.879,9.5588,22.59,3.4196,0.1278,0.5922,4.0864,19.678531,28.461,9.8435,86.923,0.16084,2.1476951257133337,0.054,0
2025-03-24T10:11:49Z,5.892,9.5588,22.59,3.4234,0.1278,0.5922,4.026,19.700379,28.491,9.857,87.106,0.15917,2.1500920510614145,0.056,0
2025-03-24T10:11:49Z,5.907,9.5611,22.5,3.4577,0.1704,0.54990000000000006,4.026,19.719567,28.519,9.873,87.272,0.13529,2.152192535715525,0.06,0
2025-03-24T10:11:49Z,5.922,9.5648,22.5,3.4806,0.1704,0.54990000000000006,4.026,19.725288,28.529,9.8915,87.402,0.14668,2.152771126569734,0.065,0
2025-03-24T10:11:49Z,5.939,9.5683,22.5,3.4997,0.1704,0.54990000000000006,4.026,19.723049,28.531,9.9117,87.483,0.12336,2.152722281742239,0.071,0
2025-03-24T10:11:49Z,5.957,9.5706,22.5,3.5035,0.1704,0.54990000000000006,4.1015,19.706281,28.514,9.932,87.516,0.13579,2.151226704690264,0.078,0
2025-03-24T10:11:49Z,5.978,9.5709,22.59,3.6751,0.1704,0.4653,3.9203,19.664539,28.462,9.9509,87.513,0.12814,2.147054049128708,0.085,0
2025-03-24T10:11:49Z,6.001,9.5684,22.59,3.6599,0.1704,0.4653,4.1015,19.624513,28.414,9.9663,87.483,0.13989,2.1433671453688263,0.092,0
2025-03-24T10:11:49Z,6.026,9.5625,22.59,3.6599,0.1704,0.4653,3.9807,19.597428,28.386,9.9769,87.442,0.11612,2.141478750248512,0.099,0
2025-03-24T10:11:49Z,6.053,9.5534,22.59,3.6523,0.1704,0.4653,3.9505,19.586013,28.38,9.9829,87.407,0.13374,2.141536843223576,0.105,0
2025-03-24T10:11:49Z,6.08,9.5425,22.59,3.9956,0.1704,0.4653,4.2224,19.593195,28.402,9.9851,87.39,0.1162,2.143939452839048,0.109,0
2025-03-24T10:11:49Z,6.109,9.5306,22.59,3.9651,0.1704,0.5922,4.2979,19.595012,28.415,9.9845,87.397,0.12336,2.145683160334265,0.113,0
2025-03-24T10:11:49Z,6.138,9.5176,22.59,3.9613,0.1704,0.5922,4.2526,19.593938,28.421,9.9829,87.425,0.11628,2.146933282608786,0.116,0
2025-03-24T10:11:49Z,6.169,9.5038,22.59,3.9574,0.1704,0.5922,4.3735,19.613575,28.456,9.9822,87.463,0.11607,2.150552479935832,0.117,0
2025-03-24T10:11:49Z,6.2,9.4903,22.59,3.7095,0.1704,0.5922,4.2828,19.637261,28.495,9.9835,87.503,0.11633,2.1544769450802552,0.117,0
2025-03-24T10:11:49Z,6.231,9.4783,22.68,3.7553,0.1704,0.6345,4.313,19.641453,28.505,9.9871,87.545,0.11605,2.155992131415846,0.115,0
2025-03-24T10:11:49Z,6.261,9.4684,22.68,3.7209,0.1704,0.6345,4.3886,19.637223,28.501,9.9927,87.587,0.116,2.156261264440739,0.112,0
2025-03-24T10:11:49Z,6.289,9.4607,22.68,3.7438,0.1704,0.6345,4.2526,19.625434,28.486,9.9989,87.618,0.11628,2.155517806671371,0.107,0
2025-03-24T10:11:49Z,6.316,9.4549,22.68,3.7781,0.1704,0.6345,4.2224,19.610904,28.467,10.0048,87.63,0.1163,2.154340172871363,0.103,0
2025-03-24T10:11:49Z,6.341,9.4504,22.68,3.7743,0.1278,0.6345,4.1469,19.601701,28.455,10.0107,87.621,0.11617,2.153645845535405,0.098,0
2025-03-24T10:11:49Z,6.366,9.4471,22.68,3.801,0.1278,0.6345,4.0864,19.601345,28.455,10.0163,87.593,0.11628,2.153841778211775,0.094,0
2025-03-24T10:11:49Z,6.389,9.4445,22.68,3.801,0.1278,0.6345,4.1318,19.627654,28.495,10.0205,87.55,0.11628,2.1572026343064157,0.09,0
2025-03-24T10:11:49Z,6.411,9.4425,22.68,4.2664,0.1278,0.6345,4.1015,19.665748,28.552,10.0223,87.493,0.1162,2.1618916096434027,0.087,0
2025-03-24T10:11:49Z,6.432,9.441,22.68,4.2474,0.1278,0.6345,3.9656,19.683982,28.58,10.0216,87.421,0.11633,2.164226037747385,0.085,0
2025-03-24T10:11:49Z,6.453,9.4397,22.68,4.2664,0.1278,0.6345,3.9958,19.68722,28.588,10.0187,87.341,0.11607,2.16494479439968,0.083,0
2025-03-24T10:11:49Z,6.473,9.4384,22.68,4.2741,0.1278,0.6345,4.026,19.684287,28.587,10.0141,87.263,0.11617,2.164941822376018,0.082,0
2025-03-24T10:11:49Z,6.495,9.4367,22.68,4.8654,0.1278,0.6345,4.1922,19.666439,28.564,10.0079,87.19,0.11623,2.1631983152691845,0.082,0
2025-03-24T10:11:49Z,6.516,9.4341,22.68,4.8577,0.1278,0.6345,4.2677,19.636878,28.523,10.0004,87.113,0.11615,2.160064998767159,0.081,0
2025-03-24T10:11:49Z,6.537,9.4308,22.86,4.8615,0.213,0.54990000000000006,4.2677,19.599665,28.471,9.9921,87.024,0.11628,2.1560912430938086,0.079,0
2025-03-24T10:11:49Z,6.556,9.427,22.86,4.8501,0.213,0.54990000000000006,4.4339,19.566773,28.425,9.984,86.928,0.11623,2.15262829339573,0.078,0
2025-03-24T10:11:49Z,6.576,9.4236,22.86,3.9727,0.213,0.54990000000000006,4.2828,19.56327,28.421,9.9764,86.84,0.11605,2.152509501897858,0.077,0
2025-03-24T10:11:49Z,6.595,9.4207,22.86,3.9841,0.213,0.54990000000000006,4.313,19.574289,28.438,9.9683,86.778,0.11623,2.1540452718607663,0.076,0
2025-03-24T10:11:49Z,6.614,9.4184,23.04,3.9651,0.1704,0.6345,4.3584,19.580871,28.448,9.9587,86.75,0.11612,2.154983994376508,0.076,0
2025-03-24T10:11:49Z,6.634,9.4166,23.04,3.988,0.1704,0.6345,4.2979,19.592734,28.465,9.9481,86.752,0.11623,2.1564545768648613,0.075,0
2025-03-24T10:11:49Z,6.653,9.4152,23.04,3.5493,0.1704,0.6345,4.2677,19.605079,28.484,9.9383,86.785,0.11615,2.158061923333586,0.074,0
2025-03-24T10:11:49Z,6.672,9.4141,23.04,3.5607,0.1704,0.6345,4.313,19.617216,28.502,9.9315,86.842,0.11633,2.159571284333236,0.074,0
2025-03-24T10:11:49Z,6.69,9.4135,22.68,3.534,0.1704,0.7614,4.2224,19.636365,28.532,9.9284,86.902,0.11625,2.162013850738584,0.074,0
2025-03-24T10:11:49Z,6.709,9.4133,22.68,3.5264,0.1704,0.7614,4.2375,19.647724,28.551,9.9288,86.94,0.11623,2.1635499345171203,0.073,0
2025-03-24T10:11:49Z,6.728,9.4128,22.68,3.6523,0.1704,0.7614,4.2526,19.654324,28.564,9.9326,86.94,0.11633,2.164622533573081,0.072,0
2025-03-24T10:11:49Z,6.747,9.4114,22.68,3.6713,0.1704,0.7614,4.2828,19.665885,28.583,9.9395,86.903,0.1162,2.1662307770827827,0.072,0
2025-03-24T10:11:49Z,6.765,9.4089,22.77,3.6637,0.1704,0.6345,4.3735,19.669567,28.59,9.947,86.85,0.11625,2.1669420327768587,0.071,0
2025-03-24T10:11:49Z,6.783,9.4056,22.77,3.6484,0.1704,0.6345,4.2224,19.666352,28.587,9.9522,86.791,0.11615,2.1668987016279444,0.07,0
2025-03-24T10:11:49Z,6.8,9.4024,22.77,3.9727,0.1704,0.6345,4.3886,19.655381,28.573,9.9529,86.722,0.11628,2.1659662715219885,0.069,0
2025-03-24T10:11:49Z,6.817,9.3995,22.77,3.9574,0.1704,0.6345,4.2828,19.63771,28.549,9.9494,86.643,0.11602,2.1642128982458533,0.068,0
2025-03-24T10:11:49Z,6.834,9.397,22.77,3.9765,0.1704,0.6345,4.2979,19.636495,28.548,9.9439,86.559,0.1162,2.1642819201381505,0.067,0
2025-03-24T10:11:49Z,6.851,9.3949,22.77,3.9651,0.1704,0.7614,4.313,19.651413,28.571,9.9376,86.478,0.11628,2.1662539975670243,0.066,0
2025-03-24T10:11:49Z,6.868,9.3928,22.77,4.0528,0.1704,0.7614,4.736,19.662554,28.588,9.9302,86.413,0.116,2.167744618068497,0.065,0
2025-03-24T10:11:49Z,6.885,9.391,22.77,4.007,0.1704,0.7614,4.8115,19.664927,28.592,9.9216,86.372,0.11605,2.1681734105981505,0.065,0
2025-03-24T10:11:49Z,6.901,9.3895,22.77,4.0108,0.1704,0.7614,4.8115,19.659165,28.584,9.9123,86.358,0.11602,2.167620484849236,0.064,0
2025-03-24T10:11:49Z,6.917,9.3885,22.77,4.0375,0.1704,0.7191,4.7662,19.651693,28.574,9.9033,86.375,0.11623,2.166876882079119,0.064,0
2025-03-24T10:11:49Z,6.933,9.3878,22.77,4.1863,0.1704,0.7191,4.7058,19.648481,28.57,9.8961,86.42,0.11597,2.166597115568106,0.064,0
2025-03-24T10:11:49Z,6.949,9.3872,22.77,4.152,0.1704,0.7191,4.7964,19.648673,28.571,9.8915,86.476,0.1161,2.1667128994798857,0.065,0
2025-03-24T10:11:49Z,6.966,9.3866,22.77,4.1749,0.1704,0.7191,4.736,19.644357,28.566,9.89,86.52,0.1162,2.166346805900508,0.066,0
2025-03-24T10:11:49Z,6.982,9.3857,22.77,4.1291,0.1278,0.5922,4.7964,19.630402,28.548,9.8921,86.528,0.11615,2.1649546461367657,0.067,0
2025-03-24T10:11:49Z,6.999,9.3847,22.77,4.2512,0.1278,0.5922,5.3101,19.611048,28.522,9.8975,86.489,0.11623,2.1629259712324664,0.068,0
2025-03-24T10:11:49Z,7.017,9.3834,22.77,4.2626,0.1278,0.5922,5.1892,19.593078,28.498,9.9042,86.406,0.11612,2.1610758620460815,0.068,0
2025-03-24T10:11:49Z,7.035,9.3817,22.77,4.2779,0.1278,0.5922,5.3403,19.597578,28.507,9.9096,86.291,0.11625,2.161899882018656,0.067,0
2025-03-24T10:11:49Z,7.053,9.3795,22.86,4.2931,0.1704,0.7191,5.2345,19.647643,28.583,9.9111,86.158,0.11602,2.1681357253741247,0.065,0
2025-03-24T10:11:49Z,7.07,9.3771,22.86,4.2664,0.1704,0.7191,8.0594,19.724775,28.698,9.9072,86.013,0.11607,2.177519540138046,0.062,0
2025-03-24T10:11:49Z,7.085,9.3742,22.86,4.2626,0.1704,0.7191,8.0594,19.797786,28.808,9.8984,85.87,0.11623,2.186535670905409,0.058,0
2025-03-24T10:11:49Z,7.099,9.3709,22.86,4.2931,0.1704,0.7191,8.0141,19.880175,28.932,9.886,85.742,0.11607,2.1967059596697402,0.054,0
2025-03-24T10:11:49Z,7.112,9.3673,22.86,4.2893,0.1704,0.7191,8.1199,19.970024,29.067,9.8716,85.638,0.1163,2.207784645194109,0.05,0
2025-03-24T10:11:49Z,7.124,9.3633,22.77,4.6212,0.1278,0.6345,22.1537,20.023612,29.149,9.8559,85.555,0.11623,2.2146279480197943,0.046,0
2025-03-24T10:11:49Z,7.135,9.3589,22.77,4.6136,0.1278,0.6345,22.1537,20.037313,29.173,9.8405,85.478,0.11607,2.2168296049372977,0.043,0
2025-03-24T10:11:49Z,7.145,9.3538,22.77,4.6098,0.1278,0.6345,22.048,20.042649,29.183,9.8271,85.392,0.11623,2.2179478394183127,0.04,0
2025-03-24T10:11:49Z,7.155,9.3486,22.77,4.6136,0.1278,0.6345,22.1235,20.041044,29.183,9.8163,85.283,0.11617,2.218267314475763,0.038,0
2025-03-24T10:11:49Z,7.164,9.3438,22.77,4.6059,0.1704,0.7191,44.0278,20.020125,29.155,9.8079,85.131,0.1161,2.2163074397953224,0.035,0
2025-03-24T10:11:49Z,7.173,9.3398,22.77,7.3945,0.1704,0.7191,104.9219,19.988248,29.109,9.8001,84.917,0.11633,2.212848530164829,0.033,0
2025-03-24T10:11:49Z,7.182,9.3366,22.77,7.3983,0.1704,0.7191,104.8766,19.972744,29.087,9.791,84.631,0.11633,2.2112729403265896,0.031,0
2025-03-24T10:11:49Z,7.189,9.3341,22.77,7.3983,0.1704,0.7191,104.9974,19.973461,29.088,9.7791,84.283,0.11623,2.2115065644876903,0.028,0
2025-03-24T10:11:49Z,7.196,9.3323,22.77,7.406,0.1704,0.6768,104.9521,19.96272,29.072,9.7621,83.899,0.11612,2.210328122039771,0.026,0
2025-03-24T10:11:49Z,7.202,9.331,22.77,13.2426,0.1704,0.6768,192.9773,19.943628,29.044,9.7378,83.51,0.11615,2.2081525858280595,0.023,0
2025-03-24T10:11:49Z,7.208,9.3303,22.77,13.2273,0.1704,0.6768,193.1434,19.927021,29.019,9.7052,83.143,0.11628,2.2061819611024442,0.021,0
2025-03-24T10:11:49Z,7.213,9.3301,22.77,13.2235,0.1704,0.6768,193.083,19.908469,28.991,9.6654,82.828,0.11623,2.2039392386407197,0.019,0
2025-03-24T10:11:49Z,7.218,9.3303,22.77,13.2235,0.1278,0.7191,193.1888,19.883026,28.952,9.6213,82.589,0.11612,2.200786522796246,0.016,0
2025-03-24T10:11:49Z,7.222,9.331,22.77,7.2191,0.1278,0.7191,46.9736,19.861821,28.918,9.5765,82.438,0.11615,2.198006246561239,0.014,0
2025-03-24T10:11:49Z,7.225,9.3321,22.77,7.2076,0.1278,0.7191,46.9585,19.853135,28.902,9.5342,82.381,0.11612,2.196651010457783,0.011,0
2025-03-24T10:11:49Z,7.227,9.3338,22.77,7.2076,0.1278,0.7191,46.8074,19.838727,28.876,9.4977,82.41,0.11617,2.1944544633386984,0.009,0
2025-03-24T10:11:49Z,7.229,9.3363,22.77,7.1847,0.1278,0.7191,46.8074,19.820726,28.844,9.4697,82.513,0.116,2.191726725938588,0.006,0
2025-03-24T10:11:49Z,7.23,9.3396,22.86,8.0011,0.1278,0.5922,46.2938,19.812248,28.826,9.4517,82.688,0.11607,2.1900776116474105,0.004,0
2025-03-24T10:11:49Z,7.231,9.3438,22.86,8.0125,0.1278,0.5922,46.2183,19.811033,28.82,9.4441,82.939,0.11623,2.1893397485940014,0.002,0
