DateTime,Depth_m,Temp_C,Chla_ugL,Turbidity_NTU,Cond_uScm,SpCond_uScm,DO_mgL,DOsat_percent,pH,ORP_mV,PAR_umolm2s,DescRate_ms,Flag,Reservoir,Site,SN,CDOM_ugL,Phycoerythrin_ugL,Phycocyanin_ugL
2026-01-21T11:41:23Z,0.205,2.2284,0.4579,4.1538,43.413,23.626483,10.3047,75.091,10.385,298.6175,76.263,2.0711e-11,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.205,2.2261,0.4252,4.1187,43.422,23.625321,10.3197,75.073,10.389,298.3195,75.983,1.434e-11,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.206,2.2227,0.4096,4.1547,43.41,23.612628,10.3234,75.083,10.392,298.342,76.411,1.3995e-10,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.206,2.2181,0.4272,4.1106,43.396,23.599841,10.3299,75.101,10.397,298.1145,76.776,1.5395e-9,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.206,2.211,0.4551,4.03,43.402,23.597534,10.3226,75.102,10.401,297.0322,77.951,1.6934e-8,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.206,2.2033,0.4716,4.0335,43.39,23.584738,10.3216,75.06,10.405,295.5807,79.485,1.8627e-7,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.206,2.1963,0.4764,4.154,43.38,23.571951,10.3281,75.005,10.408,295.535,79.311,1.8627e-7,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.206,2.1908,0.5221,4.3594,43.387,23.569749,10.3303,74.957,10.413,296.5658,78.481,1.6934e-8,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.206,2.1851,0.592,4.4667,43.373,23.558104,10.3374,74.893,10.417,296.8591,77.66,1.5395e-9,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.206,2.1771,0.6045,4.3925,43.378,23.55799,10.3293,74.814,10.419,296.7576,76.52,1.3995e-10,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.206,2.1678,0.5983,4.384,43.405,23.568367,10.3233,74.732,10.422,296.8017,75.709,1.2723e-11,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.206,2.1605,0.5927,4.3984,43.393,23.556733,10.3216,74.647,10.426,296.3597,75.264,1.1566e-12,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.206,2.157,0.5693,4.2597,43.378,23.544146,10.3128,74.573,10.43,294.5967,75.587,1.0515e-13,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.206,2.1542,0.5484,4.1419,43.378,23.543002,10.3017,74.521,10.433,292.091,76.117,9.559e-15,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.206,2.149,0.5236,4.1006,43.373,23.542897,10.2931,74.486,10.434,290.7575,76.697,8.69e-16,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.206,2.1428,0.5275,4.1367,43.361,23.542888,10.2814,74.455,10.436,290.5189,78.024,7.9e-17,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.206,2.137,0.5461,4.1685,43.348,23.542897,10.2723,74.415,10.439,290.7548,79.75,7.182e-18,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.206,2.1337,0.5319,4.1097,43.338,23.543011,10.267,74.36,10.441,291.5451,80.143,6.529e-19,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.205,2.1373,0.5227,4.1427,43.334,23.544268,10.2608,74.296,10.442,292.3299,79.076,5.9355e-20,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.205,2.1466,0.5423,4.2591,43.356,23.558103,10.256,74.25,10.443,292.5002,79.201,5.396e-21,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.205,2.1562,0.5603,4.3225,43.401,23.583459,10.2465,74.229,10.444,291.8838,79.719,4.9052e-22,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.206,2.1628,0.5498,4.2603,43.425,23.59719,10.2386,74.198,10.445,291.1574,78.992,4.4593e-23,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.206,2.1663,0.5233,4.1218,43.424,23.597296,10.226,74.153,10.446,290.6865,79.072,4.0539e-24,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.206,2.1679,0.5146,4.0831,43.4,23.584738,10.2183,74.121,10.448,290.4069,79.483,3.6854000000000003e-25,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.206,2.1688,0.544,4.0986,43.378,23.572178,10.2187,74.089,10.45,290.4438,78.417,3.3503e-26,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.206,2.1696,0.5872,4.0705,43.383,23.572265,10.2148,74.049,10.451,290.6159,77.011,3.0458000000000002e-27,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.206,2.1706,0.5959,4.0505,43.415,23.585788,10.2042,73.996,10.453,291.1974,75.941,2.7689e-28,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.206,2.1714,0.5828,4.0967,43.467,23.608848,10.203,73.928,10.455,291.9685,75.575,2.5172999999999997e-29,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.206,2.1708,0.5878,4.2191,43.457,23.597421,10.1975,73.865,10.457,291.938,76.254,2.3073e-30,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.205,2.1684,0.5975,4.2669,43.422,23.574456,10.1937,73.78,10.457,291.4308,76.994,4.1606e-31,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.205,2.1639,0.5924,4.1614,43.446,23.584835000000002,10.1874,73.695,10.457,290.8258,76.916,2.3072e-30,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.205,2.1567,0.5917,4.1399,43.468,23.596071,10.1796,73.887,10.458,290.0435,76.647,2.5172999999999997e-29,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.205,2.1491,0.6146,4.2459,43.443,23.583485,10.1705,74.247,10.46,289.5433,77.175,2.7689e-28,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.205,2.1443,0.6521,4.2809,43.392,23.559489,10.1717,74.232,10.461,290.1979,77.965,3.0457e-27,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.206,2.1418,0.6628,4.2219,43.382,23.559603,10.1332,73.932,10.461,291.6777,78.97,3.3503e-26,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.206,2.1407,0.6436,4.1475,43.412,23.584865,10.1533,73.634,10.462,292.2927,80.044,3.6854000000000003e-25,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.206,2.1416,0.6526,4.2008,43.441,23.611279,10.2675,73.339,10.463,292.2134,80.104,4.0539e-24,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.206,2.145,0.6896,4.3886,43.445,23.625314,10.2352,73.04,10.464,291.9234,79.71,4.4593e-23,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.206,2.1522,0.6911,4.4365,43.425,23.627743,10.1746,72.717,10.464,291.1946,79.914,4.9052e-22,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.205,2.1629,0.6544,4.3701,43.423,23.640654,10.1411,72.378,10.464,290.6291,80.774,5.3956999999999996e-21,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.205,2.1753,0.6289,4.4401,43.422,23.654605,10.0905,72.146,10.464,291.1947,81.339,5.9353e-20,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.205,2.1893,0.641,4.5653,43.422,23.66961,10.0504,72.085,10.464,292.6138,81.088,6.5288e-19,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.206,2.2044,0.6755,4.5515,43.442,23.695252,10.0019,72.033,10.465,292.988,80.628,7.1817e-18,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.206,2.2202,0.6796,4.411,43.444,23.710991,9.9445,71.88,10.465,292.2784,80.124,7.8999e-17,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.206,2.2368,0.6485,4.3001,43.458,23.733093,9.8977,71.683,10.465,291.7779,79.711,8.6899e-16,0,FCR,50,7809,NA,NA,NA
2026-01-21T11:41:23Z,0.206,2.2542,0.6415,4.2698,43.503,23.772248,9.9016,71.463,10.465,291.238,79.705,9.5589e-15,0,FCR,50,7809,NA,NA,NA
